element_type,osmid,highway,geometry,old_name,disused:railway,crossing:barrier,railway,public_transport,tram,crossing,barrier,light_rail,name,network,operator,station,wikidata,ref,subway,attribution,network:wikidata,train,wheelchair,massgis:geom_id,source,access,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,baby_feeding,bicycle,emergency_telephone_code,level,lit,parking,start_date,supervised,tracks,website,wikipedia,network:guid,network:short,network:wikipedia,operator:wikidata,gtfs:stop_id,check_date,opening_date,alt_name,ele,gnis:feature_id,wikimedia_commons,url,wheelchair:description,bus,bicycle_parking,contact:twitter,covered,fee,foot,internet_access,location,motor_vehicle,phone,description,indoor,stroller,check_date:crossing:barrier,fixme,architect,blind,colour,elevator,opening_hours,operator:type,platforms,smoking,surface,bench,bin,line,shelter,tactile_paving,railway:ref,material,iata,local_ref,name:Amtrak,name:MBTA,railway:ref:Amtrak,operator:short,railway:position,railway:signal:direction,railway:signal:position,direction,railway:derail,crossing:bell,crossing:light,locked,railway:signal:main,railway:signal:speed_limit,railway:signal:speed_limit:speed,automatic_door,door,oneway,entrance,railway:local_operated,railway:switch,railway:switch:configuration,railway:switch:movable_frog,railway:turnout_side,addr:city_parent,addr:country,addr:county,fare_zone,addr:neighbourhood,addr:street_1,amenity,lockable,exit,man_made,layer,tunnel,heritage:website,internet,phone:elevator,departures_board,historic,traffic_signals,contact:website,automated,note,seasonal,communication,speaker,tactile_writing:braille:en,emergency,access:conditional,traffic_signals:sound,button_operated,communication:radio,height,width,support,access:disabled,lanes,nodes,condition,massgis:way_id,maxspeed,railway_name,hgv,massgis:ref,cycleway:both,lane_markings,electrified,frequency,gauge,old_railway_operator,owner,ownership,voltage,railway:preferred_direction,incline,cutting,service,passenger,railway:track_ref,usage,highspeed,old_name:1970,railway:atc,railway:ptc,source:old_name:1970,bridge,building,bridge:movable,railway:traffic_mode,railway:bidirectional,change_date:first,change_date:fourth,change_date:second,change_date:third,name:original,operator:fourth,operator:freight,operator:original,operator:passenger,operator:second,operator:third,ford,maxheight,tracktype,note:old_railway_operator,abandoned:railway,railway:cbtc,building:levels,area,lanes:backward,lanes:forward,building:material,toilets,platform:type,bridge:structure,bridge:structure:beam,end_date,passenger_information_display,landuse,nohousenumber,roof:levels,roof:shape,horse,waste_basket,proposed:railway,turn:lanes:backward
way,760850684,,"LINESTRING (-71.059786 42.3432629, -71.0599984 42.3427448, -71.0600069 42.3427226, -71.0600592 42.3425645, -71.0600854 42.3424484, -71.0601218 42.3422602, -71.0601363 42.3421054, -71.0601383 42.3420479)",,,,rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7108184709, 7108184708, 989097664, 989097523, 989097597, 989097133, 989097769, 989097109]",,,,,,,,,,,1435,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,760850685,,"LINESTRING (-71.0596986 42.3434349, -71.0594998 42.3438093)",,,,rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[408467495, 408467496]",,,,,,,,,,,1435,,,,,,,,crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,760850686,,"LINESTRING (-71.0585409 42.3450843, -71.0587942 42.3447097, -71.0589479 42.3444927, -71.0591723 42.344181, -71.0593101 42.3439828, -71.0595277 42.3436689)",,,,rail,,,,,,Dorchester Branch,MBTA,MBTA,,,,,,Q171985,,,,Yahoo!,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[989097389, 989097567, 989097062, 989097213, 989097740, 989097031]",,,,,,,,,contact_line,,1435,,Massachusetts Bay Transportation Authority,state,,,,,,,2,branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,760850687,,"LINESTRING (-71.0595517 42.3342591, -71.0594988 42.3339634, -71.0594652 42.3337449, -71.0594473 42.3335143, -71.0594103 42.3329993, -71.0593712 42.332363, -71.0592924 42.3309491)",,,,rail,,,,,,Middleborough Main Line,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[401950237, 401950238, 990472201, 401950239, 401950240, 990472099, 990472458]",,,60 mph,,,,,,no,,1435,NYNH&H,,,,,,,,suburban,1,main,,Milton Secondary,,,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,760850688,,"LINESTRING (-71.0529164 42.2983094, -71.0523348 42.2978221, -71.0516884 42.2972496)",,,,rail,,,,,,Middleborough Main Line,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[401980114, 5184968025, 997776652]",,,60 mph,,,,,,no,,1435,NYNH&H,,,,,,,,suburban,2,main,,Milton Secondary,,,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064331,,"LINESTRING (-71.0767892 42.3869006, -71.0767907 42.3866635)",,,,rail,,,,,,Western Route Main Line,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[642799348, 7110605543]",,,30 mph,,,,,,no,,1435,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064332,,"LINESTRING (-71.0767545 42.3857251, -71.0767538 42.3852874)",,,,rail,,,,,,Eastern Route Main Line,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7110605542, 642799341]",,,30 mph,,,,,,no,,1435,B&M,Massachusetts Bay Transportation Authority,state,,,,,,,,main,no,,,,,,,,,,,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,Eastern Railroad,,,,,,,,,,,,,,,,,,,,,
way,761064333,,"LINESTRING (-71.0767907 42.3866635, -71.0767545 42.3857251)",,,,rail,,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7110605543, 7110605542]",,,,,,,,,,,,,Massachusetts Bay Transportation Authority,state,,,,,crossover,,,,,,,,,,,,,,,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064340,,"LINESTRING (-71.0718608 42.3737048, -71.071901 42.3737391)",,,,rail,,,,,,New Hampshire Route Main Line,MBTA,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6245787586, 5421689623]",,,15 mph,,,,,,no,,1435,,,,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064341,,"LINESTRING (-71.0713303 42.3733246, -71.0713779 42.3733646)",,,,rail,,,,,,New Hampshire Route Main Line,MBTA,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[958888322, 6245787585]",,,15 mph,,,,,,no,,1435,,,,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064342,,"LINESTRING (-71.0713779 42.3733646, -71.0714894 42.3734585, -71.0718628 42.3737549)",,,,rail,,,,,,New Hampshire Route Main Line,MBTA,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6245787585, 958888131, 958888518]",,,15 mph,,,,,,no,,1435,,,,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064343,,"LINESTRING (-71.0710579 42.3732691, -71.0710848 42.3732926)",,,,rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[958886965, 5312160048]",,,15 mph,,,,,,no,,1435,,,,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064344,,"LINESTRING (-71.0705986 42.3726533, -71.0706301 42.3726797, -71.0718608 42.3737048)",,,,rail,,,,,,New Hampshire Route Main Line,MBTA,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7110605548, 944767207, 6245787586]",,,15 mph,,,,,,no,,1435,,,,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064345,,"LINESTRING (-71.0687552 42.3713311, -71.0693566 42.3717474, -71.0698891 42.3721283, -71.0700027 42.3722107, -71.0701295 42.3723151)",,,,rail,,,,,,New Hampshire Route Main Line,MBTA,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5420337581, 642733204, 642733196, 642733212, 7110605547]",,,15 mph,,,,,,no,,1435,,,,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064346,,"LINESTRING (-71.0705986 42.3726533, -71.0701295 42.3723151)",,,,rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7110605548, 7110605547]",,,,,,,,,,,,,,,,,,,crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064348,,"LINESTRING (-71.0701658 42.3724861, -71.0704287 42.3727055, -71.0706411 42.3728813)",,,,rail,,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[958888031, 958887623, 958888272]",,,15 mph,,,,,,,,1435,,Massachusetts Bay Transportation Authority,state,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064349,,"LINESTRING (-71.0702059 42.3724542, -71.0704144 42.3726359, -71.0706791 42.3728544)",,,,rail,,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6245787588, 642733220, 958888422]",,,15 mph,,,,,,no,,1435,,Massachusetts Bay Transportation Authority,state,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064350,,"LINESTRING (-71.0706995 42.3728714, -71.0711977 42.3732816)",,,,rail,,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[958886879, 5312160046]",,,15 mph,,,,,,no,,1435,,Massachusetts Bay Transportation Authority,state,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064351,,"LINESTRING (-71.0706791 42.3728544, -71.0706995 42.3728714)",,,,rail,,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[958888422, 958886879]",,,15 mph,,,,,,no,,1435,,Massachusetts Bay Transportation Authority,state,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064352,,"LINESTRING (-71.0706618 42.3728981, -71.0711485 42.3732986)",,,,rail,,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[958888390, 5312160047]",,,15 mph,,,,,,,,1435,,Massachusetts Bay Transportation Authority,state,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761064353,,"LINESTRING (-71.0706411 42.3728813, -71.0706618 42.3728981)",,,,rail,,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[958888272, 958888390]",,,15 mph,,,,,,,,1435,,Massachusetts Bay Transportation Authority,state,,,,,,,,main,,,,,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,762909703,,"LINESTRING (-71.0837256 42.341258, -71.0846421 42.3404927)",,,,platform,platform,,,,,,MBTA,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7128853164, 2296534127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,765980927,,"LINESTRING (-71.0298956 42.3746498, -71.0290953 42.3753689, -71.0288378 42.3756035, -71.0285546 42.3758508, -71.0282713 42.3760981, -71.0279967 42.3763327, -71.0277049 42.3765863, -71.0274388 42.3767956, -71.0270869 42.3770492, -71.0268294 42.3772521, -71.0265891 42.3774487, -71.0263745 42.3776325)",,,,subway,,,,,,Blue Line,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,3;0,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Grade: Above Ground;Grade: Open Cut,,,,,,,,,,,,,,,"[7153986879, 69496941, 69480641, 69481657, 69482651, 69483505, 69484696, 69485711, 69486731, 69487255, 69488384, 69489436]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,765980928,,"LINESTRING (-71.029913 42.3746924, -71.0303519 42.3742955, -71.0306995 42.3739811)",,,,subway,,,,,,Blue Line,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,2,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[2567450661, 2567450687, 7153986877]",,,,,,,,,contact_line,0,1435,BRB&L,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,765980929,,"LINESTRING (-71.0306995 42.3739811, -71.0310396 42.3736727, -71.0317728 42.3730421, -71.0319455 42.3728976, -71.0321078 42.3727758, -71.0323149 42.3726455, -71.0325218 42.3725437, -71.0326975 42.3724761)",,,,subway,,,,,,Blue Line,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,2,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[7153986877, 2567450686, 2567450685, 2567450691, 2567450693, 2567450632, 2567450659, 2446125749]",,,,,,,,,contact_line,0,1435,BRB&L,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,765980930,,"LINESTRING (-71.030679 42.373942, -71.0302324 42.3743455, -71.0298956 42.3746498)",,,,subway,,,,,,Blue Line,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,3;0,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Grade: Above Ground;Grade: Open Cut,,,,,,,,,,,,,,,"[7153986878, 3111450050, 7153986879]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,769481997,,"POLYGON ((-71.0897205 42.3364562, -71.0894657 42.3366718, -71.0891715 42.3369208, -71.0891004 42.3368737, -71.0896544 42.3364117, -71.0897205 42.3364562))",,,,platform,platform,,,,,,MBTA,,,,,yes,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_passage,,,,,,,,,,,,,,,,,,,,,,,,"[7182651408, 11042539598, 2296287975, 2296287976, 7182651407, 7182651408]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,769481998,,"POLYGON ((-71.0895114 42.3363159, -71.089973 42.3359356, -71.0900354 42.3359755, -71.0895712 42.3363558, -71.0895114 42.3363159))",,,,platform,platform,,,,,,MBTA,,,,1;3,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4',,,,,"[7182651405, 2296287974, 2296287973, 7182651406, 7182651405]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,769481999,,"POLYGON ((-71.089012 42.336814, -71.0880255 42.3376221, -71.0874357 42.3380857, -71.0873957 42.338059, -71.0889543 42.3367749, -71.089012 42.336814))",,,,platform,platform,,,,,,MBTA,,,,1;3,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4',,,,,"[7182651404, 3054654421, 2296287971, 2296287972, 7182651403, 7182651404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,769482000,,"POLYGON ((-71.1128905 42.3020783, -71.1129716 42.3020813, -71.1120104 42.3035109, -71.1119656 42.3034953, -71.1128905 42.3020783))",,,,platform,platform,,,,,,MBTA,Massachusetts Bay Transportation Authority,,,NEC-2237-03;NEC-2237-05,,,Q171985,yes,,,Bing,,,,,,,,,,,,,,,,,,,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,NEC-2237-03;NEC-2237-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime,,,,,Extends for unknown distance into tunnel,,,,,,,,,,4',,,,,"[7182651409, 7182651410, 1499455147, 1499455146, 7182651409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,792379424,,"LINESTRING (-71.1358899 42.2336052, -71.1356634 42.2340744)",,,,rail,,,,,,Northeast Corridor,,Amtrak,,,NHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1499960923, 1499454809]",,,120 mph,,,,,,contact_line,60,1435,NYNH&H,,,25000,,,,,,,main,yes,Shore Line,yes,yes,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,792379425,,"LINESTRING (-71.1350818 42.2353342, -71.1357057 42.2340855)",,,,rail,,,,,,Northeast Corridor,,Amtrak,,,NHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1499961017, 374765244]",,,120 mph,,,,,,contact_line,60,1435,NYNH&H,,,25000,,,,,,1,main,yes,Shore Line,yes,yes,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,792379426,,"LINESTRING (-71.1142462 42.3000794, -71.1149612 42.29909)",,,,rail,,,,,,Northeast Corridor,,Amtrak,,,NHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,yes,,,,,,,,,,,,,,,,,,,,,,,,"[7409309928, 1499455131]",,,100 mph,,,,,,contact_line,60,1435,NYNH&H,,,25000,,,,,,3,main,,Shore Line,yes,yes,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,792379427,,"LINESTRING (-71.114911 42.2990775, -71.1149149 42.2990721)",,,,rail,,,,,,Northeast Corridor,,Amtrak,,,NHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,yes,,,,,,,,,,,,,,,,,,,,,,,,"[7409309929, 404738135]",,,120 mph,,,,,,contact_line,60,1435,NYNH&H,,,25000,,,,,,,main,yes,Shore Line,yes,yes,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,792379428,,"LINESTRING (-71.1157077 42.2978303, -71.1155477 42.2980602, -71.1148686 42.2990542)",,,,rail,,,,,,Northeast Corridor,,Amtrak,,,NHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7409309931, 1499455128, 1499455130]",,,120 mph,,,,,,contact_line,60,1435,NYNH&H,,,25000,,,,,,,main,yes,Shore Line,yes,yes,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,792379429,,"LINESTRING (-71.1149149 42.2990721, -71.1150851 42.298823)",,,,rail,,,,,,Northeast Corridor,,Amtrak,,,NHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[404738135, 7409309930]",,,120 mph,,,,,,contact_line,60,1435,NYNH&H,,,25000,,,,,,,main,yes,Shore Line,yes,yes,"New Haven Region Timetable No. 2, January 18, 1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
